Hotel id,Primary Location Segment,Trend Segment
55740505,Resort,Standard
30777803,Small Metro/Town,Standard
59822904,Urban,Standard
72698704,Resort,Lifestyle/Boutique
23921605,Resort,Standard
266074804,Airport,Standard
46554904,Resort,Wellness/Eco
12900505,Resort,Standard
259320603,Small Metro/Town,Standard
268150204,Resort,Standard
30733903,Small Metro/Town,Standard
239520904,Suburban,Standard
20606704,Resort,Standard
16017204,Resort,Standard
1530905,Resort,Work-From-Anywhere
52598705,Resort,Wellness/Eco
46838504,Resort,Wellness/Eco
136034204,Small Metro/Town,Standard
194510903,Resort,Wellness/Eco
68813604,Resort,Wellness/Eco
60904505,Urban,Lifestyle/Boutique
233061304,Resort,Wellness/Eco
65435004,Resort,Standard
52847503,Small Metro/Town,Standard
243951403,Resort,Wellness/Eco
233750904,Resort,Standard
128382204,Resort,Wellness/Eco
200161004,Resort,Wellness/Eco
287118003,Resort,Standard
136010304,Small Metro/Town,Standard
251838603,Urban,Lifestyle/Boutique
40615603,Resort,Standard
218468004,Resort,Wellness/Eco
46634704,Resort,Wellness/Eco
53357106,Resort,Wellness/Eco
133683405,Resort,Wellness/Eco
33584003,Small Metro/Town,Standard
10574203,Small Metro/Town,Wellness/Eco
60894505,Urban,Standard
57480805,Resort,Wellness/Eco
186648403,Airport,Standard
312260203,Suburban,Standard
52178404,Resort,Wellness/Eco
46973704,Resort,Wellness/Eco
88160203,Urban,Lifestyle/Boutique
38174105,Resort,Standard
118668005,Urban,Lifestyle/Boutique
7124203,Urban,Lifestyle/Boutique
53889705,Resort,Wellness/Eco
177099203,Small Metro/Town,Wellness/Eco
44802803,Small Metro/Town,Wellness/Eco
163426403,Resort,Wellness/Eco
16771304,Urban,Extended Stay
269538004,Suburban,Standard
11094303,Small Metro/Town,Standard
259713903,Resort,Wellness/Eco
185488604,Small Metro/Town,Work-From-Anywhere
201265704,Small Metro/Town,Wellness/Eco
12365503,Resort,Wellness/Eco
215588104,Resort,Wellness/Eco
373482704,Small Metro/Town,Lifestyle/Boutique
34572506,Urban,Lifestyle/Boutique
25586003,Small Metro/Town,Wellness/Eco
117742604,Resort,Wellness/Eco
55609605,Small Metro/Town,Standard
127033403,Resort,Standard
173827003,Resort,Lifestyle/Boutique
54217205,Small Metro/Town,Wellness/Eco
33120006,Resort,Extended Stay
11502203,Resort,Standard
225608204,Resort,Wellness/Eco
265547104,Small Metro/Town,Wellness/Eco
17279805,Urban,Lifestyle/Boutique
73712704,Small Metro/Town,Standard
74309004,Resort,Lifestyle/Boutique
181398503,Resort,Wellness/Eco
34755506,Small Metro/Town,Standard
75734004,Small Metro/Town,Work-From-Anywhere
35307606,Small Metro/Town,Standard
11318203,Resort,Extended Stay
106125205,Resort,Wellness/Eco
214874304,Resort,Wellness/Eco
31821306,Resort,Standard
57160906,Urban,Lifestyle/Boutique
39690003,Small Metro/Town,Standard
34548206,Resort,Standard
200578404,Resort,Wellness/Eco
84133604,Resort,Wellness/Eco
222967604,Resort,Wellness/Eco
121093905,Resort,Wellness/Eco
48193604,Resort,Standard
223040004,Resort,Wellness/Eco
39058006,Resort,Standard
268649603,Small Metro/Town,Wellness/Eco
268604704,Resort,Wellness/Eco
50151204,Small Metro/Town,Standard
237787404,Small Metro/Town,Standard
249108004,Small Metro/Town,Standard
56220405,Small Metro/Town,Standard
92613005,Small Metro/Town,Standard
290071703,Resort,Wellness/Eco
18776504,Small Metro/Town,Standard
313113003,Small Metro/Town,Wellness/Eco
94366005,Small Metro/Town,Standard
47833406,Small Metro/Town,Standard
42261103,Resort,Standard
374210004,Resort,Standard
114535405,Resort,Standard
83580503,Resort,Wellness/Eco
49106004,Resort,Wellness/Eco
600553023,Resort,Wellness/Eco
46674104,Resort,Wellness/Eco
101347004,Resort,Wellness/Eco
53322905,Resort,Lifestyle/Boutique
20567505,Urban,Standard
46131904,Airport,Wellness/Eco
67021604,Resort,Standard
267684503,Resort,Wellness/Eco
60969505,Small Metro/Town,Standard
85872603,Resort,Wellness/Eco
186004504,Resort,Standard
98411904,Resort,Wellness/Eco
161491804,Small Metro/Town,Wellness/Eco
136118203,Resort,Wellness/Eco
286625003,Resort,Standard
36744006,Small Metro/Town,Standard
90972805,Small Metro/Town,Standard
189398404,Small Metro/Town,Wellness/Eco
11252503,Small Metro/Town,Standard
153295304,Small Metro/Town,Wellness/Eco
100542405,Small Metro/Town,Wellness/Eco
206358904,Small Metro/Town,Wellness/Eco
56866805,Small Metro/Town,Standard
48656106,Urban,Standard
60346503,Small Metro/Town,Standard
129625403,Small Metro/Town,Wellness/Eco
283084303,Small Metro/Town,Wellness/Eco
59608704,Resort,Wellness/Eco
164108703,Resort,Standard
204390404,Small Metro/Town,Wellness/Eco
46793704,Resort,Wellness/Eco
53280305,Small Metro/Town,Wellness/Eco
102633304,Small Metro/Town,Wellness/Eco
46620804,Small Metro/Town,Wellness/Eco
316692304,Small Metro/Town,Wellness/Eco
97283905,Small Metro/Town,Wellness/Eco
339029303,Small Metro/Town,Wellness/Eco
281932903,Small Metro/Town,Wellness/Eco
188605004,Airport,Wellness/Eco
262575003,Small Metro/Town,Wellness/Eco
48848404,Small Metro/Town,Standard
19845104,Urban,Extended Stay
142430905,Small Metro/Town,Wellness/Eco
155589103,Small Metro/Town,Wellness/Eco
50317604,Small Metro/Town,Wellness/Eco
69041004,Small Metro/Town,Standard
124619904,Resort,Wellness/Eco
41897706,Resort,Wellness/Eco
77382604,Small Metro/Town,Standard
172614303,Urban,Standard
211715104,Resort,Wellness/Eco
101491706,Small Metro/Town,Wellness/Eco
55973506,Resort,Wellness/Eco
49443004,Small Metro/Town,Lifestyle/Boutique
46668704,Resort,Wellness/Eco
45547703,Resort,Wellness/Eco
50295004,Small Metro/Town,Wellness/Eco
135342804,Interstate,Standard
78383405,Resort,Wellness/Eco
49973704,Small Metro/Town,Wellness/Eco
7081003,Urban,Extended Stay
235593004,Resort,Wellness/Eco
311451203,Small Metro/Town,Wellness/Eco
34534106,Small Metro/Town,Wellness/Eco
46655304,Small Metro/Town,Wellness/Eco
50901306,Resort,Wellness/Eco
264434503,Resort,Wellness/Eco
4285803,Urban,Standard
359755504,Airport,Standard
114789305,Small Metro/Town,Standard
206759304,Resort,Standard
38666504,Small Metro/Town,Wellness/Eco
273846704,Resort,Wellness/Eco
235469304,Small Metro/Town,Standard
225948104,Urban,Lifestyle/Boutique
304818503,Small Metro/Town,Wellness/Eco
301074803,Resort,Wellness/Eco
39203703,Small Metro/Town,Wellness/Eco
134162804,Resort,Wellness/Eco
49915206,Urban,Lifestyle/Boutique
74244004,Small Metro/Town,Wellness/Eco
268221703,Resort,Wellness/Eco
191430803,Small Metro/Town,Wellness/Eco
74391506,Small Metro/Town,Wellness/Eco
600143435,Small Metro/Town,Standard
46311305,Urban,Extended Stay
33595804,Resort,Wellness/Eco
20342304,Resort,Wellness/Eco
299612503,Small Metro/Town,Wellness/Eco
72835905,Resort,Standard
13092504,Resort,Wellness/Eco
296010003,Suburban,Standard
177537404,Resort,Wellness/Eco
101110006,Small Metro/Town,Wellness/Eco
46504306,Small Metro/Town,Wellness/Eco
49623804,Resort,Wellness/Eco
60541904,Resort,Wellness/Eco
104211805,Resort,Standard
105028106,Airport,Lifestyle/Boutique
182960103,Interstate,Standard
80388203,Resort,Wellness/Eco
24823005,Suburban,Lifestyle/Boutique
80041804,Interstate,Work-From-Anywhere
106399706,Small Metro/Town,Standard
295052403,Resort,Wellness/Eco
60781305,Resort,Lifestyle/Boutique
99798406,Resort,Standard
365171804,Small Metro/Town,Standard
8530705,Urban,Standard
137814803,Resort,Wellness/Eco
381868704,Small Metro/Town,Wellness/Eco
369495903,Small Metro/Town,Standard
74544205,Small Metro/Town,Standard
71721706,Small Metro/Town,Standard
301399903,Resort,Standard
346756304,Resort,Standard
62127906,Resort,Standard
303151403,Resort,Standard
120168103,Urban,Standard
46189006,Resort,Standard
600122131,Small Metro/Town,Standard
42737704,Resort,Wellness/Eco
187140604,Urban,Standard
84571704,Resort,Standard
79243806,Resort,Standard
65313306,Urban,Standard
78825805,Small Metro/Town,Standard
215710404,Small Metro/Town,Lifestyle/Boutique
373378103,Small Metro/Town,Wellness/Eco
161404003,Small Metro/Town,Standard
227209404,Urban,Extended Stay
387706504,Small Metro/Town,Standard
158511303,Urban,Extended Stay
270982903,Small Metro/Town,Standard
14661003,Small Metro/Town,Standard
25667505,Urban,Standard
11434205,Resort,Wellness/Eco
41234306,Small Metro/Town,Standard
269552903,Small Metro/Town,Standard
75831005,Resort,Standard
176840104,Small Metro/Town,Wellness/Eco
19491704,Resort,Standard
349748703,Resort,Standard
30551905,Resort,Extended Stay
336258703,Resort,Wellness/Eco
336620004,Small Metro/Town,Wellness/Eco
72162403,Urban,Standard
225737704,Small Metro/Town,Wellness/Eco
173697504,Small Metro/Town,Standard
274967703,Small Metro/Town,Standard
25495505,Urban,Extended Stay
240381804,Small Metro/Town,Standard
171446003,Small Metro/Town,Wellness/Eco
262922004,Small Metro/Town,Wellness/Eco
81197405,Small Metro/Town,Extended Stay
166165103,Small Metro/Town,Standard
30549005,Urban,Extended Stay
12040905,Urban,Extended Stay
353658204,Small Metro/Town,Standard
192980804,Suburban,Standard
10972505,Urban,Lifestyle/Boutique
52645005,Resort,Standard
11853805,Small Metro/Town,Standard
16855403,Small Metro/Town,Standard
306423603,Small Metro/Town,Lifestyle/Boutique
40223904,Small Metro/Town,Wellness/Eco
28190204,Suburban,Standard
59739304,Suburban,Standard
51200504,Resort,Standard
117552804,Resort,Standard
195705904,Small Metro/Town,Wellness/Eco
216151504,Small Metro/Town,Wellness/Eco
35501903,Resort,Standard
17360203,Resort,Standard
51269104,Resort,Standard
28244804,Small Metro/Town,Wellness/Eco
37711506,Resort,Standard
46437104,Resort,Standard
21470705,Interstate,Extended Stay
28265904,Resort,Standard
329857103,Small Metro/Town,Standard
47917704,Resort,Standard
28214204,Small Metro/Town,Wellness/Eco
51284504,Small Metro/Town,Standard
187976303,Small Metro/Town,Standard
47817004,Small Metro/Town,Standard
47815204,Small Metro/Town,Standard
17024403,Resort,Standard
33580906,Resort,Standard
51249404,Small Metro/Town,Standard
286423403,Resort,Standard
16856403,Resort,Standard
66112004,Small Metro/Town,Standard
57907404,Resort,Standard
57848704,Resort,Standard
190862204,Interstate,Standard
14905003,Small Metro/Town,Standard
28242104,Small Metro/Town,Standard
178230003,Small Metro/Town,Standard
75628704,Small Metro/Town,Standard
47832304,Small Metro/Town,Standard
51239604,Small Metro/Town,Standard
47146306,Small Metro/Town,Standard
111404404,Small Metro/Town,Standard
67154704,Small Metro/Town,Wellness/Eco
96828004,Resort,Lifestyle/Boutique
28349804,Airport,Standard
48630105,Resort,Standard
28140104,Urban,Extended Stay
42931906,Resort,Wellness/Eco
28217104,Resort,Standard
91186004,Small Metro/Town,Standard
28603505,Resort,Standard
28312004,Interstate,Standard
47725206,Resort,Standard
62349504,Resort,Standard
21578405,Resort,Standard
51199604,Resort,Standard
11573405,Resort,Standard
99585805,Resort,Wellness/Eco
47903304,Resort,Standard
28274004,Interstate,Standard
57050405,Small Metro/Town,Standard
28266104,Resort,Standard
18634303,Interstate,Standard
64062704,Resort,Standard
28231904,Resort,Standard
47857004,Resort,Standard
33171706,Small Metro/Town,Standard
39696404,Resort,Standard
60853503,Resort,Standard
98047505,Small Metro/Town,Standard
47815004,Resort,Standard
47816104,Resort,Standard
67707405,Resort,Standard
84933004,Small Metro/Town,Standard
54133404,Small Metro/Town,Lifestyle/Boutique
94399405,Small Metro/Town,Standard
15120403,Small Metro/Town,Standard
11120705,Resort,Standard
39199505,Resort,Wellness/Eco
33570503,Small Metro/Town,Standard
28166104,Resort,Standard
46480004,Small Metro/Town,Standard
44812703,Small Metro/Town,Standard
186711503,Small Metro/Town,Standard
82326804,Small Metro/Town,Standard
279797303,Resort,Standard
36829506,Resort,Standard
28194404,Interstate,Standard
51247004,Resort,Standard
54296305,Interstate,Standard
28264004,Resort,Standard
95165104,Resort,Wellness/Eco
80471804,Small Metro/Town,Wellness/Eco
47861804,Suburban,Standard
47927504,Small Metro/Town,Standard
12089505,Small Metro/Town,Standard
28150504,Urban,Extended Stay
14907403,Small Metro/Town,Standard
46469504,Suburban,Standard
64454604,Small Metro/Town,Standard
46786305,Resort,Standard
47817304,Small Metro/Town,Standard
172122203,Small Metro/Town,Standard
51089903,Resort,Standard
51484504,Small Metro/Town,Standard
209231204,Small Metro/Town,Wellness/Eco
87274405,Resort,Standard
51296604,Resort,Standard
11560605,Resort,Standard
140235605,Resort,Wellness/Eco
51241804,Small Metro/Town,Standard
53352003,Resort,Standard
39834804,Resort,Standard
74795603,Resort,Wellness/Eco
61244404,Small Metro/Town,Standard
82373304,Resort,Standard
47815504,Small Metro/Town,Standard
62017403,Small Metro/Town,Extended Stay
70245704,Suburban,Standard
46490305,Small Metro/Town,Standard
253726804,Small Metro/Town,Standard
278264203,Small Metro/Town,Standard
28306704,Resort,Standard
28314704,Resort,Standard
16767505,Resort,Standard
44736306,Resort,Standard
83501404,Resort,Standard
51454804,Small Metro/Town,Standard
53193003,Resort,Standard
132654704,Interstate,Standard
28148104,Resort,Standard
15124503,Interstate,Standard
312061803,Resort,Wellness/Eco
46985806,Small Metro/Town,Wellness/Eco
91841206,Small Metro/Town,Standard
51200204,Small Metro/Town,Standard
47895904,Small Metro/Town,Standard
39141203,Resort,Standard
4696105,Resort,Standard
37574205,Small Metro/Town,Standard
54088904,Small Metro/Town,Standard
28306604,Small Metro/Town,Standard
47434603,Small Metro/Town,Standard
83463004,Small Metro/Town,Standard
171883503,Small Metro/Town,Wellness/Eco
34607003,Resort,Standard
70460605,Small Metro/Town,Standard
58910905,Small Metro/Town,Standard
66581704,Small Metro/Town,Standard
64841305,Small Metro/Town,Standard
28350304,Small Metro/Town,Standard
104289605,Small Metro/Town,Wellness/Eco
100740106,Small Metro/Town,Standard
178352303,Resort,Standard
73563205,Resort,Standard
101159504,Small Metro/Town,Standard
46482604,Resort,Standard
171955303,Interstate,Standard
47816304,Resort,Standard
31776806,Small Metro/Town,Standard
46546804,Resort,Standard
47818104,Small Metro/Town,Standard
159643103,Resort,Standard
299041103,Resort,Standard
15329503,Interstate,Standard
64198205,Interstate,Standard
11098605,Resort,Standard
33263906,Resort,Standard
11507105,Resort,Standard
28175404,Interstate,Standard
46534204,Interstate,Lifestyle/Boutique
127752504,Resort,Standard
56005304,Resort,Standard
208277004,Small Metro/Town,Standard
51471604,Small Metro/Town,Standard
28193804,Small Metro/Town,Standard
23438103,Small Metro/Town,Standard
90330904,Small Metro/Town,Standard
11150405,Urban,Extended Stay
189114004,Small Metro/Town,Standard
78398706,Small Metro/Town,Standard
4698905,Suburban,Standard
408173404,Small Metro/Town,Standard
297807403,Small Metro/Town,Standard
51477704,Resort,Standard
38058806,Resort,Standard
46434904,Resort,Standard
71326203,Small Metro/Town,Standard
28250504,Small Metro/Town,Standard
48711506,Suburban,Wellness/Eco
39202405,Small Metro/Town,Standard
54022504,Small Metro/Town,Standard
308305703,Small Metro/Town,Standard
46506104,Suburban,Standard
46501604,Small Metro/Town,Standard
309526203,Suburban,Standard
51265804,Small Metro/Town,Standard
15124903,Small Metro/Town,Standard
39491504,Resort,Standard
99444105,Resort,Standard
42931806,Small Metro/Town,Standard
43816906,Resort,Standard
46414804,Resort,Standard
48162903,Resort,Standard
57000304,Small Metro/Town,Standard
292149603,Resort,Wellness/Eco
18646903,Resort,Standard
82778504,Small Metro/Town,Standard
124936405,Small Metro/Town,Standard
47816604,Interstate,Standard
12056005,Resort,Standard
97736604,Resort,Standard
28299904,Resort,Standard
283734603,Interstate,Standard
47910506,Resort,Wellness/Eco
11596705,Resort,Standard
60747605,Resort,Standard
31137503,Resort,Wellness/Eco
33242106,Small Metro/Town,Standard
65054104,Small Metro/Town,Wellness/Eco
15122503,Small Metro/Town,Standard
312061703,Resort,Wellness/Eco
46544804,Resort,Standard
90458504,Resort,Standard
34887306,Interstate,Standard
33940403,Small Metro/Town,Standard
47930604,Small Metro/Town,Standard
15180203,Small Metro/Town,Standard
28314504,Resort,Standard
110768505,Interstate,Standard
51469004,Interstate,Standard
51471004,Small Metro/Town,Standard
28329904,Resort,Standard
59403806,Small Metro/Town,Standard
46442404,Airport,Standard
58517406,Small Metro/Town,Standard
142182603,Interstate,Standard
41374706,Small Metro/Town,Standard
96050304,Small Metro/Town,Standard
316650804,Urban,Lifestyle/Boutique
67951703,Small Metro/Town,Standard
45000403,Resort,Wellness/Eco
82159105,Small Metro/Town,Standard
16916503,Resort,Wellness/Eco
284815603,Small Metro/Town,Wellness/Eco
306573203,Small Metro/Town,Standard
47927004,Resort,Standard
16770803,Resort,Standard
75451104,Interstate,Standard
46506704,Resort,Standard
55127604,Resort,Standard
56726704,Suburban,Lifestyle/Boutique
95687105,Interstate,Standard
59793405,Small Metro/Town,Wellness/Eco
47877504,Resort,Standard
64684903,Resort,Wellness/Eco
51273204,Resort,Standard
174547403,Resort,Wellness/Eco
118857903,Small Metro/Town,Standard
53494405,Resort,Wellness/Eco
51473404,Small Metro/Town,Standard
60993505,Resort,Standard
15110103,Resort,Standard
28320204,Interstate,Standard
28303004,Small Metro/Town,Wellness/Eco
46448404,Small Metro/Town,Wellness/Eco
132825904,Small Metro/Town,Standard
13974503,Urban,Lifestyle/Boutique
28252404,Interstate,Standard
207355104,Interstate,Standard
26687303,Small Metro/Town,Standard
45822006,Interstate,Standard
68067703,Small Metro/Town,Standard
39979504,Interstate,Standard
46504604,Small Metro/Town,Standard
51475704,Small Metro/Town,Standard
56209404,Small Metro/Town,Standard
47897004,Small Metro/Town,Standard
15112303,Resort,Standard
295150703,Small Metro/Town,Wellness/Eco
28333704,Small Metro/Town,Standard
51296004,Small Metro/Town,Standard
11798505,Urban,Standard
136571204,Small Metro/Town,Standard
28194004,Resort,Standard
55426606,Resort,Standard
51289704,Resort,Standard
61929004,Interstate,Standard
48979803,Resort,Wellness/Eco
258792704,Small Metro/Town,Standard
47944404,Resort,Standard
121439104,Small Metro/Town,Standard
42911606,Resort,Standard
208279004,Small Metro/Town,Standard
310979203,Small Metro/Town,Standard
44616603,Small Metro/Town,Standard
278698403,Small Metro/Town,Lifestyle/Boutique
234968504,Resort,Wellness/Eco
55456705,Resort,Standard
68030703,Small Metro/Town,Standard
34826506,Interstate,Standard
46467804,Interstate,Standard
150717704,Resort,Standard
215211104,Small Metro/Town,Wellness/Eco
60271306,Resort,Standard
15093803,Resort,Standard
57794104,Small Metro/Town,Standard
116493904,Small Metro/Town,Lifestyle/Boutique
47856704,Interstate,Standard
28169804,Suburban,Standard
47833304,Small Metro/Town,Standard
287120503,Small Metro/Town,Lifestyle/Boutique
46487404,Resort,Standard
51466304,Small Metro/Town,Wellness/Eco
28134104,Resort,Extended Stay
54292705,Resort,Standard
47922304,Resort,Standard
55255303,Small Metro/Town,Standard
64486004,Small Metro/Town,Standard
39803304,Small Metro/Town,Standard
92602604,Resort,Standard
177308504,Small Metro/Town,Standard
119110804,Interstate,Standard
164323203,Resort,Standard
13263603,Small Metro/Town,Standard
47945404,Resort,Standard
15323503,Small Metro/Town,Standard
168155404,Small Metro/Town,Wellness/Eco
28316204,Resort,Standard
175985703,Resort,Standard
143636004,Small Metro/Town,Standard
297852303,Resort,Standard
58618704,Resort,Standard
231063504,Urban,Lifestyle/Boutique
51480304,Interstate,Standard
